ID	padj	P.Value	lfcSE	stat	logFC	baseMean	Gene.symbol	Gene.title	Updated.gene.symbol	Updated.gene.title	Retained.original
537	0.98335	0.963	0.0585	-0.045963	-0.0026891	7305.65	ATP6AP1	ATPase H+ transporting accessory protein 1	ATP6AP1	ATPase H+ transporting accessory protein 1	FALSE
158960	0.4819	0.204	0.1341	1.270825	0.1703856	1422.82	ATP6AP1-DT	ATP6AP1 divergent transcript	ATP6AP1-DT	ATP6AP1 divergent transcript	FALSE
92270	0.233758	0.0365	0.0911	2.091237	0.1905077	343.79	ATP6AP1L	ATPase H+ transporting accessory protein 1 like (pseudogene)	ATP6AP1L	ATPase H+ transporting accessory protein 1 like (pseudogene)	FALSE
10159	0.833388	0.663	0.0517	-0.435861	-0.0225383	4813.14	ATP6AP2	ATPase H+ transporting accessory protein 2	ATP6AP2	ATPase H+ transporting accessory protein 2	FALSE
535	0.615012	0.339	0.0997	-0.956065	-0.0953096	1045.11	ATP6V0A1	ATPase H+ transporting V0 subunit a1	ATP6V0A1	ATPase H+ transporting V0 subunit a1	FALSE
23545	0.176536	0.016	0.0461	-2.409132	-0.1111072	1184.73	ATP6V0A2	ATPase H+ transporting V0 subunit a2	ATP6V0A2	ATPase H+ transporting V0 subunit a2	FALSE
50617	0.522719	0.24	0.1473	1.174078	0.1729114	1476.76	ATP6V0A4	ATPase H+ transporting V0 subunit a4	ATP6V0A4	ATPase H+ transporting V0 subunit a4	FALSE
533	0.373086	0.113	0.1072	-1.586902	-0.17015	5164.37	ATP6V0B	ATPase H+ transporting V0 subunit b	ATP6V0B	ATPase H+ transporting V0 subunit b	FALSE
527	0.722465	0.481	0.0912	-0.704481	-0.0642598	4969.4	ATP6V0C	ATPase H+ transporting V0 subunit c	ATP6V0C	ATPase H+ transporting V0 subunit c	FALSE
9114	0.785841	0.578	0.0842	-0.55631	-0.0468224	5410.17	ATP6V0D1	ATPase H+ transporting V0 subunit d1	ATP6V0D1	ATPase H+ transporting V0 subunit d1	FALSE
101927837	0.987645	0.972	0.117	0.035299	0.0041307	117.65	ATP6V0D1-DT	ATP6V0D1 divergent transcript	ATP6V0D1-DT	ATP6V0D1 divergent transcript	FALSE
245972	0.496142	0.216	0.2897	-1.237295	-0.3583945	38.28	ATP6V0D2	ATPase H+ transporting V0 subunit d2	ATP6V0D2	ATPase H+ transporting V0 subunit d2	FALSE
8992	0.462611	0.186	0.0611	-1.321492	-0.0807823	5996.75	ATP6V0E1	ATPase H+ transporting V0 subunit e1	ATP6V0E1	ATPase H+ transporting V0 subunit e1	FALSE
155066	0.786631	0.579	0.1111	0.554791	0.0616217	917.28	ATP6V0E2	ATPase H+ transporting V0 subunit e2	ATP6V0E2	ATPase H+ transporting V0 subunit e2	FALSE
401431	0.861051	0.714	0.1367	0.36653	0.050091	65.7	ATP6V0E2-AS1	ATP6V0E2 antisense RNA 1	ATP6V0E2-AS1	ATP6V0E2 antisense RNA 1	FALSE
523	0.951052	0.892	0.0556	-0.135216	-0.0075145	2907.91	ATP6V1A	ATPase H+ transporting V1 subunit A	ATP6V1A	ATPase H+ transporting V1 subunit A	FALSE
525	0.124779	0.00533	0.2151	2.786228	0.5992431	271.59	ATP6V1B1	ATPase H+ transporting V1 subunit B1	ATP6V1B1	ATPase H+ transporting V1 subunit B1	FALSE
526	0.745479	0.517	0.1417	0.648165	0.0918166	2627.9	ATP6V1B2	ATPase H+ transporting V1 subunit B2	ATP6V1B2	ATPase H+ transporting V1 subunit B2	FALSE
528	0.847664	0.689	0.0473	0.400573	0.0189404	1869.97	ATP6V1C1	ATPase H+ transporting V1 subunit C1	ATP6V1C1	ATPase H+ transporting V1 subunit C1	FALSE
245973	0.807823	0.618	0.065	-0.499254	-0.0324381	3270.26	ATP6V1C2	ATPase H+ transporting V1 subunit C2	ATP6V1C2	ATPase H+ transporting V1 subunit C2	FALSE
51382	0.914274	0.81	0.0751	0.240011	0.0180237	3051.25	ATP6V1D	ATPase H+ transporting V1 subunit D	ATP6V1D	ATPase H+ transporting V1 subunit D	FALSE
529	0.185345	0.0186	0.0648	-2.353	-0.1523581	2815.72	ATP6V1E1	ATPase H+ transporting V1 subunit E1	ATP6V1E1	ATPase H+ transporting V1 subunit E1	FALSE
90423	0.509302	0.227	0.1289	1.207117	0.1555883	193.63	ATP6V1E2	ATPase H+ transporting V1 subunit E2	ATP6V1E2	ATPase H+ transporting V1 subunit E2	FALSE
9296	0.478711	0.201	0.0694	-1.278069	-0.0886971	3415.81	ATP6V1F	ATPase H+ transporting V1 subunit F	ATP6V1F	ATPase H+ transporting V1 subunit F	FALSE
100130705	0.526594	0.246	0.15	-1.16064	-0.1740543	71.84	ATP6V1FNB	ATP6V1F neighbor	SPMIP1	sperm microtubule inner protein 1	FALSE
9550	0.621427	0.347	0.0508	-0.941264	-0.0478124	5247.9	ATP6V1G1	ATPase H+ transporting V1 subunit G1	ATP6V1G1	ATPase H+ transporting V1 subunit G1	FALSE
534	0.551104	0.271	0.1449	-1.100643	-0.1594487	16.45	ATP6V1G2	ATPase H+ transporting V1 subunit G2	ATP6V1G2	ATPase H+ transporting V1 subunit G2	FALSE
100532737	0.492043	0.213	0.0494	-1.246334	-0.0616061	3382.15	ATP6V1G2-DDX39B	ATP6V1G2-DDX39B readthrough (NMD candidate)	ATP6V1G2-DDX39B	ATP6V1G2-DDX39B readthrough (NMD candidate)	FALSE
127124	0.801502	0.606	0.3604	0.516348	0.1860712	13.45	ATP6V1G3	ATPase H+ transporting V1 subunit G3	ATP6V1G3	ATPase H+ transporting V1 subunit G3	FALSE
51606	0.103452	0.00264	0.0467	-3.006957	-0.1405349	1474.51	ATP6V1H	ATPase H+ transporting V1 subunit H	ATP6V1H	ATPase H+ transporting V1 subunit H	FALSE
538	0.639827	0.371	0.0927	-0.895001	-0.0829857	580.47	ATP7A	ATPase copper transporting alpha	ATP7A	ATPase copper transporting alpha	FALSE
540	0.08557	0.00153	0.1128	-3.169648	-0.3574257	3226.09	ATP7B	ATPase copper transporting beta	ATP7B	ATPase copper transporting beta	FALSE
4509	0.655675	0.393	0.1306	0.854775	0.1116434	129979.5	ATP8	ATP synthase F0 subunit 8	ATP8	ATP synthase F0 subunit 8	FALSE
10396	0.454324	0.179	0.1465	1.342825	0.1967204	436.01	ATP8A1	ATPase phospholipid transporting 8A1	ATP8A1	ATPase phospholipid transporting 8A1	FALSE
51761	0.946753	0.883	0.1836	-0.147129	-0.0270167	65.05	ATP8A2	ATPase phospholipid transporting 8A2	ATP8A2	ATPase phospholipid transporting 8A2	FALSE
5205	0.149498	0.00985	0.0885	-2.581148	-0.2285028	3170.24	ATP8B1	ATPase phospholipid transporting 8B1	ATP8B1	ATPase phospholipid transporting 8B1	FALSE
100505549	0.62816	0.355	0.0761	-0.925203	-0.0703683	134.56	ATP8B1-AS1	ATP8B1 antisense RNA 1	ATP8B1-AS1	ATP8B1 antisense RNA 1	FALSE
57198	0.102722	0.00259	0.1459	3.01258	0.4396589	439	ATP8B2	ATPase phospholipid transporting 8B2	ATP8B2	ATPase phospholipid transporting 8B2	FALSE
148229	0.380634	0.118	0.2636	-1.562644	-0.4119742	18.67	ATP8B3	ATPase phospholipid transporting 8B3	ATP8B3	ATPase phospholipid transporting 8B3	FALSE
79895	0.890962	0.767	0.1182	0.295696	0.0349411	236.3	ATP8B4	ATPase phospholipid transporting 8B4 (putative)	ATP8B4	ATPase phospholipid transporting 8B4 (putative)	FALSE
158381	0.290311	0.0614	0.1201	1.870886	0.2247445	32.28	ATP8B5P	ATPase phospholipid transporting 8B5, pseudogene	ATP8B5P	ATPase phospholipid transporting 8B5, pseudogene	FALSE
10079	0.658946	0.397	0.0618	0.84725	0.0523834	6097.4	ATP9A	ATPase phospholipid transporting 9A (putative)	ATP9A	ATPase phospholipid transporting 9A (putative)	FALSE
374868	0.719021	0.474	0.0456	0.715491	0.032595	704.51	ATP9B	ATPase phospholipid transporting 9B (putative)	ATP9B	ATPase phospholipid transporting 9B (putative)	FALSE
64756	0.654672	0.391	0.0494	0.857352	0.0423238	1382.43	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	FALSE
91647	0.568563	0.288	0.0986	1.062509	0.1047348	1871.85	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	FALSE
134145	0.635456	0.365	0.0637	-0.906758	-0.0578012	490.4	ATPSCKMT	ATP synthase c subunit lysine N-methyltransferase	ATPSCKMT	ATP synthase c subunit lysine N-methyltransferase	FALSE
545	0.827312	0.651	0.0733	-0.452282	-0.0331336	1283.97	ATR	ATR serine/threonine kinase	ATR	ATR serine/threonine kinase	FALSE
51374	0.531807	0.251	0.054	-1.147574	-0.0619739	3337.38	ATRAID	all-trans retinoic acid induced differentiation factor	ATRAID	all-trans retinoic acid induced differentiation factor	FALSE
84126	0.719215	0.475	0.0818	-0.71412	-0.0584115	839.74	ATRIP	ATR interacting protein	ATRIP	ATR interacting protein	FALSE
111822955	0.663768	0.402	0.0807	-0.837615	-0.0676371	809.71	ATRIP-TREX1	ATRIP-TREX1 readthrough	ATRIP-TREX1	ATRIP-TREX1 readthrough	FALSE
8455	0.250088	0.0431	0.0701	-2.022767	-0.1418771	2159.73	ATRN	attractin	ATRN	attractin	FALSE
546	0.674339	0.417	0.0684	0.811655	0.055483	1939.59	ATRX	ATRX chromatin remodeler	ATRX	ATRX chromatin remodeler	FALSE
6310	0.170341	0.0144	0.053	2.447618	0.1296446	1498.65	ATXN1	ataxin 1	ATXN1	ataxin 1	FALSE
101928433	0.584727	0.306	0.085	1.023596	0.0869735	221.78	ATXN1-AS1	ATXN1 antisense RNA 1	ATXN1-AS1	ATXN1 antisense RNA 1	FALSE
25814	0.486568	0.207	0.0538	1.260773	0.0678621	3870.41	ATXN10	ataxin 10	ATXN10	ataxin 10	FALSE
342371	0.835634	0.666	0.0763	-0.431181	-0.0329122	1300.2	ATXN1L	ataxin 1 like	ATXN1L	ataxin 1 like	FALSE
6311	0.93537	0.857	0.0542	-0.180723	-0.0097883	1244.34	ATXN2	ataxin 2	ATXN2	ataxin 2	FALSE
11273	0.50477	0.223	0.1076	-1.218558	-0.1310802	2068.31	ATXN2L	ataxin 2 like	ATXN2L	ataxin 2 like	FALSE
4287	0.847325	0.688	0.0428	-0.401288	-0.0171685	562.41	ATXN3	ataxin 3	ATXN3	ataxin 3	FALSE
6314	0.773923	0.559	0.0855	0.583626	0.0499057	995.12	ATXN7	ataxin 7	ATXN7	ataxin 7	FALSE
222255	0.512331	0.23	0.0823	1.199658	0.0986876	722.34	ATXN7L1	ataxin 7 like 1	ATXN7L1	ataxin 7 like 1	FALSE
127002	0.977058	0.949	0.1078	-0.063835	-0.0068809	163.33	ATXN7L2	ataxin 7 like 2	ATXN7L2	ataxin 7 like 2	FALSE
56970	0.3275	0.083	0.0682	-1.73382	-0.1182504	2183.62	ATXN7L3	ataxin 7 like 3	ATXN7L3	ataxin 7 like 3	FALSE
101926967	0.224078	0.0325	0.0948	-2.138197	-0.2027901	211.55	ATXN7L3-AS1	ATXN7L3 antisense RNA 1	ATXN7L3-AS1	ATXN7L3 antisense RNA 1	FALSE
552889	0.271854	0.052	0.0521	1.943185	0.1012808	5227.48	ATXN7L3B	ataxin 7 like 3B	ATXN7L3B	ataxin 7 like 3B	FALSE
549	0.645191	0.378	0.0555	-0.881544	-0.0489414	900.08	AUH	AU RNA binding methylglutaconyl-CoA hydratase	AUH	AU RNA binding methylglutaconyl-CoA hydratase	FALSE
79000	0.408888	0.139	0.0453	1.4782	0.0670116	252.45	AUNIP	aurora kinase A and ninein interacting protein	AUNIP	aurora kinase A and ninein interacting protein	FALSE
550	0.143864	0.0087	0.0858	-2.623645	-0.2249821	3536.28	AUP1	AUP1 lipid droplet regulating VLDL assembly factor	AUP1	AUP1 lipid droplet regulating VLDL assembly factor	FALSE
6790	0.226247	0.0337	0.156	-2.124164	-0.3314034	116.49	AURKA	aurora kinase A	AURKA	aurora kinase A	FALSE
54998	0.440696	0.168	0.0855	-1.379025	-0.1179021	3030.1	AURKAIP1	aurora kinase A interacting protein 1	AURKAIP1	aurora kinase A interacting protein 1	FALSE
6791	0.997341	0.993	0.1841	-0.009126	-0.00168	9.56	AURKAP1	aurora kinase A pseudogene 1	AURKAP1	aurora kinase A pseudogene 1	FALSE
9212	0.307335	0.0712	0.2501	-1.80441	-0.4513569	44.96	AURKB	aurora kinase B	AURKB	aurora kinase B	FALSE
6795	0.46333	0.187	0.1502	1.319904	0.1982929	90.69	AURKC	aurora kinase C	AURKC	aurora kinase C	FALSE
26053	0.82935	0.656	0.0619	0.445749	0.027584	3152.22	AUTS2	activator of transcription and developmental regulator AUTS2	AUTS2	activator of transcription and developmental regulator AUTS2	FALSE
57099	0.44641	0.172	0.0972	1.364916	0.1326154	683.01	AVEN	apoptosis and caspase activation inhibitor	AVEN	apoptosis and caspase activation inhibitor	FALSE
10677	0.734409	0.499	0.1014	0.675567	0.0684878	379.59	AVIL	advillin	AVIL	advillin	FALSE
23080	0.660812	0.399	0.0601	-0.842663	-0.0506295	1582.99	AVL9	AVL9 cell migration associated	AVL9	AVL9 cell migration associated	FALSE
60370	0.548635	0.269	0.1336	1.106323	0.147792	1458.3	AVPI1	arginine vasopressin induced 1	AVPI1	arginine vasopressin induced 1	FALSE
552	0.849186	0.694	0.6674	0.394043	0.2629666	50.83	AVPR1A	arginine vasopressin receptor 1A	AVPR1A	arginine vasopressin receptor 1A	FALSE
554	0.678252	0.422	0.2359	0.802131	0.189257	32.82	AVPR2	arginine vasopressin receptor 2	AVPR2	arginine vasopressin receptor 2	FALSE
126859	0.135488	0.00691	0.1592	2.70131	0.430162	94.2	AXDND1	axonemal dynein light chain domain containing 1	AXDND1	axonemal dynein light chain domain containing 1	FALSE
8312	0.87324	0.735	0.0692	-0.338598	-0.0234402	1294.81	AXIN1	axin 1	AXIN1	axin 1	FALSE
8313	0.971101	0.935	0.1007	0.08095	0.0081518	912.05	AXIN2	axin 2	AXIN2	axin 2	FALSE
558	0.245532	0.0413	0.1248	2.040414	0.2547279	522.93	AXL	AXL receptor tyrosine kinase	AXL	AXL receptor tyrosine kinase	FALSE
563	0.391532	0.126	0.2986	-1.52815	-0.4563095	2085.4	AZGP1	alpha-2-glycoprotein 1, zinc-binding	AZGP1	alpha-2-glycoprotein 1, zinc-binding	FALSE
64343	0.339734	0.0906	0.0587	1.692283	0.099346	1117.74	AZI2	5-azacytidine induced 2	AZI2	5-azacytidine induced 2	FALSE
51582	0.202395	0.0242	0.0931	2.254501	0.2098504	10335.84	AZIN1	antizyme inhibitor 1	AZIN1	antizyme inhibitor 1	FALSE
113451	0.335462	0.0876	0.094	1.707928	0.1605068	427.06	AZIN2	antizyme inhibitor 2	AZIN2	antizyme inhibitor 2	FALSE
566	0.572643	0.293	0.2656	-1.05257	-0.2795486	205.41	AZU1	azurocidin 1	AZU1	azurocidin 1	FALSE
567	0.863498	0.718	0.1819	-0.36149	-0.0657641	110470.78	B2M	beta-2-microglobulin	B2M	beta-2-microglobulin	FALSE
8706	0.322056	0.0794	0.1053	-1.754232	-0.1847312	272.31	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (Globoside blood group)	FALSE
148789	0.253095	0.0446	0.0722	-2.008085	-0.1449942	921.94	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2	FALSE
8707	0.367881	0.109	0.2558	1.602096	0.4097451	40.2	B3GALT2	beta-1,3-galactosyltransferase 2	B3GALT2	beta-1,3-galactosyltransferase 2	FALSE
8705	0.141921	0.00838	0.0633	-2.636206	-0.1669209	1054.6	B3GALT4	beta-1,3-galactosyltransferase 4	B3GALT4	beta-1,3-galactosyltransferase 4	FALSE
10317	0.658914	0.397	0.43	0.847528	0.3644469	337.69	B3GALT5	beta-1,3-galactosyltransferase 5	B3GALT5	beta-1,3-galactosyltransferase 5	FALSE
114041	0.659059	0.397	0.4151	0.846911	0.3515164	22.45	B3GALT5-AS1	B3GALT5 antisense RNA 1	B3GALT5-AS1	B3GALT5 antisense RNA 1	FALSE
126792	0.794057	0.592	0.0727	0.535888	0.0389589	914.86	B3GALT6	beta-1,3-galactosyltransferase 6	B3GALT6	beta-1,3-galactosyltransferase 6	FALSE
100288842	0.319444	0.0775	0.073	1.765389	0.1288593	410.84	B3GALT9	beta-1,3-galactosyltransferase 9	B3GALT9	beta-1,3-galactosyltransferase 9	FALSE
27087	0.21834	0.0302	0.2562	2.167873	0.5553067	32.37	B3GAT1	beta-1,3-glucuronyltransferase 1	B3GAT1	beta-1,3-glucuronyltransferase 1	FALSE
283177	0.410087	0.141	0.4203	1.473931	0.6195555	26.37	B3GAT1-DT	B3GAT1 divergent transcript	B3GAT1-DT	B3GAT1 divergent transcript	FALSE
135152	0.106175	0.00289	0.1077	-2.979403	-0.3208354	793.57	B3GAT2	beta-1,3-glucuronyltransferase 2	B3GAT2	beta-1,3-glucuronyltransferase 2	FALSE
26229	0.728608	0.49	0.0794	0.690705	0.0548204	1549.07	B3GAT3	beta-1,3-glucuronyltransferase 3	B3GAT3	beta-1,3-glucuronyltransferase 3	FALSE
145173	0.464207	0.188	0.0694	1.317301	0.0913927	420.55	B3GLCT	beta 3-glucosyltransferase	B3GLCT	beta 3-glucosyltransferase	FALSE
10678	0.904674	0.793	0.0885	0.26192	0.0231895	1503.99	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	FALSE
10331	0.07152	0.000864	0.1432	-3.33139	-0.4771024	3165.24	B3GNT3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3	B3GNT3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3	FALSE
79369	0.606524	0.328	0.0572	-0.977557	-0.0559465	777.89	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4	FALSE
84002	0.41459	0.144	0.0991	1.462511	0.1448752	3190.29	B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	FALSE
192134	0.078971	0.00123	0.4189	-3.231193	-1.3534383	788.28	B3GNT6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	B3GNT6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	FALSE
93010	0.644948	0.378	0.1034	-0.882362	-0.0912578	5241.37	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	FALSE
374907	0.747786	0.521	0.1583	0.642113	0.1016172	169.06	B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8	B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8	FALSE
84752	0.931633	0.85	0.0739	-0.189682	-0.0140098	791.05	B3GNT9	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9	B3GNT9	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9	FALSE
146712	0.407928	0.139	0.0964	1.480858	0.1427979	774.19	B3GNTL1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1	B3GNTL1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1	FALSE
124872	0.015219	1.15e-05	0.2573	-4.387624	-1.1290907	119.9	B4GALNT2	beta-1,4-N-acetyl-galactosaminyltransferase 2	B4GALNT2	beta-1,4-N-acetyl-galactosaminyltransferase 2 (SID blood group)	FALSE
283358	0.190931	0.0202	0.1062	-2.323463	-0.2467294	4087.45	B4GALNT3	beta-1,4-N-acetyl-galactosaminyltransferase 3	B4GALNT3	beta-1,4-N-acetyl-galactosaminyltransferase 3	FALSE
338707	0.28437	0.0585	0.2007	1.891982	0.3796843	85.04	B4GALNT4	beta-1,4-N-acetyl-galactosaminyltransferase 4	B4GALNT4	beta-1,4-N-acetyl-galactosaminyltransferase 4	FALSE
2683	0.207307	0.026	0.0843	-2.2259	-0.1877299	6451.95	B4GALT1	beta-1,4-galactosyltransferase 1	B4GALT1	beta-1,4-galactosyltransferase 1	FALSE
101929639	0.70672	0.459	0.0764	-0.73977	-0.0565398	133.07	B4GALT1-AS1	B4GALT1 antisense RNA 1	B4GALT1-AS1	B4GALT1 antisense RNA 1	FALSE
8704	0.185779	0.0189	0.1284	-2.347829	-0.3015092	1637.09	B4GALT2	beta-1,4-galactosyltransferase 2	B4GALT2	beta-1,4-galactosyltransferase 2	FALSE
8703	0.250964	0.0435	0.0776	-2.018435	-0.1565617	987.81	B4GALT3	beta-1,4-galactosyltransferase 3	B4GALT3	beta-1,4-galactosyltransferase 3	FALSE
8702	0.115375	0.00405	0.1261	-2.8742	-0.3625107	4660.33	B4GALT4	beta-1,4-galactosyltransferase 4	B4GALT4	beta-1,4-galactosyltransferase 4	FALSE
100874201	0.242112	0.0401	0.1644	-2.053232	-0.3376501	141.04	B4GALT4-AS1	B4GALT4 antisense RNA 1	B4GALT4-AS1	B4GALT4 antisense RNA 1	FALSE
9334	0.155604	0.0111	0.13	-2.540643	-0.3302133	8420.24	B4GALT5	beta-1,4-galactosyltransferase 5	B4GALT5	beta-1,4-galactosyltransferase 5	FALSE
9331	0.515956	0.234	0.1263	1.191107	0.1504364	271.93	B4GALT6	beta-1,4-galactosyltransferase 6	B4GALT6	beta-1,4-galactosyltransferase 6	FALSE
11285	0.390146	0.125	0.068	-1.53259	-0.104192	1108.12	B4GALT7	beta-1,4-galactosyltransferase 7	B4GALT7	beta-1,4-galactosyltransferase 7	FALSE
11041	0.304719	0.0695	0.102	1.815478	0.1851272	367.08	B4GAT1	beta-1,4-glucuronyltransferase 1	B4GAT1	beta-1,4-glucuronyltransferase 1	FALSE
102724064	0.968763	0.93	0.1118	0.087462	0.0097817	70.65	B4GAT1-DT	B4GAT1 divergent transcript	B4GAT1-DT	B4GAT1 divergent transcript	FALSE
27077	0.452175	0.177	0.0979	1.34937	0.1321063	4922.52	B9D1	B9 domain containing 1	B9D1	B9 domain containing 1	FALSE
80776	0.962176	0.915	0.0944	0.106171	0.0100189	1360.58	B9D2	B9 domain containing 2	B9D2	B9 domain containing 2	FALSE
79870	0.778079	0.566	0.1673	-0.57418	-0.0960504	1047.6	BAALC	BAALC binder of MAP3K1 and KLF4	BAALC	BAALC binder of MAP3K1 and KLF4	FALSE
100499183	0.181077	0.0176	0.1452	2.373005	0.3444535	38.21	BAALC-AS1	BAALC antisense RNA 1	BAALC-AS1	BAALC antisense RNA 1	FALSE
157556	0.928565	0.842	0.1723	0.198987	0.0342792	13.78	BAALC-AS2	BAALC antisense RNA 2	BAALC-AS2	BAALC antisense RNA 2	FALSE
29086	0.244905	0.0411	0.0789	-2.042405	-0.1610758	1920.93	BABAM1	BRISC and BRCA1 A complex member 1	BABAM1	BRISC and BRCA1 A complex member 1	FALSE
9577	0.297026	0.0649	0.0573	-1.845726	-0.1057791	1289.18	BABAM2	BRISC and BRCA1 A complex member 2	BABAM2	BRISC and BRCA1 A complex member 2	FALSE
100302650	0.44214	0.169	0.2148	1.374286	0.2952344	103.2	BABAM2-AS1	BABAM2 antisense RNA 1	BABAM2-AS1	BABAM2 antisense RNA 1	FALSE
23621	0.654987	0.392	0.0597	0.856548	0.0511142	834.23	BACE1	beta-secretase 1	BACE1	beta-secretase 1	FALSE
100379571	0.840373	0.676	0.1043	0.417376	0.0435172	60.65	BACE1-AS	BACE1 antisense RNA	BACE1-AS	BACE1 antisense RNA	FALSE
25825	0.148806	0.00963	0.1729	-2.588872	-0.4476426	3899.2	BACE2	beta-secretase 2	BACE2	beta-secretase 2	FALSE
571	0.849076	0.693	0.1145	0.394789	0.0451962	829.41	BACH1	BTB domain and CNC homolog 1	BACH1	BTB domain and CNC homolog 1	FALSE
60468	0.720044	0.477	0.1852	-0.711826	-0.1318465	80.82	BACH2	BTB domain and CNC homolog 2	BACH2	BTB domain and CNC homolog 2	FALSE
572	0.663133	0.402	0.0785	-0.838578	-0.0658597	2160.79	BAD	BCL2 associated agonist of cell death	BAD	BCL2 associated agonist of cell death	FALSE
573	0.226975	0.0339	0.1029	-2.120877	-0.2182262	9027.29	BAG1	BAG cochaperone 1	BAG1	BAG cochaperone 1	FALSE
9532	0.753781	0.53	0.0786	-0.628318	-0.049383	364.83	BAG2	BAG cochaperone 2	BAG2	BAG cochaperone 2	FALSE
9531	0.808806	0.619	0.0625	-0.49658	-0.0310116	2550.89	BAG3	BAG cochaperone 3	BAG3	BAG cochaperone 3	FALSE
9530	0.651065	0.386	0.0564	-0.866723	-0.0488997	572.56	BAG4	BAG cochaperone 4	BAG4	BAG cochaperone 4	FALSE
9529	0.807855	0.618	0.0448	0.498646	0.0223217	2159.45	BAG5	BAG cochaperone 5	BAG5	BAG cochaperone 5	FALSE
7917	0.597024	0.319	0.0485	-0.996981	-0.0483674	6445.22	BAG6	BAG cochaperone 6	BAG6	BAG cochaperone 6	FALSE
57597	0.980072	0.956	0.188	-0.054639	-0.0102707	784.34	BAHCC1	BAH domain and coiled-coil containing 1	BAHCC1	BAH domain and coiled-coil containing 1	FALSE
22893	0.610593	0.333	0.039	-0.968308	-0.0377511	1292.09	BAHD1	bromo adjacent homology domain containing 1	BAHD1	bromo adjacent homology domain containing 1	FALSE
